radii: inner=1 outer=2
coef: static=1 dynamic=1 restitution=1
ic's: radial=0 radv=0
    : latitude=0 latv=0
    : longitude=0 longv=0
    : sphere angvel=10 0 0

 cond     time     rad      radv   com_x   com_y   com_z  angv_1  angv_2    angv_3     energy
 FREE  8.68000 -0.6322    0.9022  0.0000 -0.1819  0.6054  0.2252  0.0000    0.0000   21.71491
 FREE  8.70000 -0.6171    0.5923  0.0000 -0.2292  0.5730  0.2252  0.0000    0.0000   21.71491
 FREE  8.72000 -0.6089    0.2162  0.0000 -0.2804  0.5405  0.2252  0.0000    0.0000   21.71491
 FREE  8.74000 -0.6089   -0.2192  0.0000 -0.3356  0.5080  0.2252  0.0000    0.0000   21.71491
 FREE  8.76000 -0.6180   -0.6992  0.0000 -0.3946  0.4756  0.2252  0.0000    0.0000   21.71491
 FREE  8.78000 -0.6370   -1.2036  0.0000 -0.4576  0.4431  0.2252  0.0000    0.0000   21.71491
 FREE  8.80000 -0.6661   -1.7105  0.0000 -0.5245  0.4106  0.2252  0.0000    0.0000   21.71491
 FREE  8.82000 -0.7053   -2.2014  0.0000 -0.5953  0.3782  0.2252  0.0000    0.0000   21.71491
 FREE  8.84000 -0.7540   -2.6640  0.0000 -0.6701  0.3457  0.2252  0.0000    0.0000   21.71491
 FREE  8.86000 -0.8116   -3.0923  0.0000 -0.7487  0.3133  0.2252  0.0000    0.0000   21.71491
 FREE  8.88000 -0.8775   -3.4854  0.0000 -0.8313  0.2808  0.2252  0.0000    0.0000   21.71491
 FREE  8.90000 -0.9508   -3.8457  0.0000 -0.9178  0.2483  0.2252  0.0000    0.0000   21.71491
*FREE  8.91245 -1.0000    4.0550  0.0000 -0.9736  0.2281 -1.8051  0.0000    0.0000   20.56073
 FREE  8.92000 -0.9697    3.9568  0.0000 -0.9472  0.2079 -1.8051  0.0000    0.0000   20.56073
 FREE  8.94000 -0.8933    3.6803  0.0000 -0.8799  0.1542 -1.8051  0.0000    0.0000   20.56073
 FREE  8.96000 -0.8227    3.3751  0.0000 -0.8166  0.1006 -1.8051  0.0000    0.0000   20.56073
 FREE  8.98000 -0.7586    3.0346  0.0000 -0.7571  0.0469 -1.8051  0.0000    0.0000   20.56073
 FREE  9.00000 -0.7016    2.6523  0.0000 -0.7016 -0.0067 -1.8051  0.0000    0.0000   20.56073
 FREE  9.02000 -0.6528    2.2234  0.0000 -0.6500 -0.0604 -1.8051  0.0000    0.0000   20.56073
 FREE  9.04000 -0.6130    1.7473  0.0000 -0.6023 -0.1140 -1.8051  0.0000    0.0000   20.56073
 FREE  9.06000 -0.5832    1.2305  0.0000 -0.5585 -0.1677 -1.8051  0.0000    0.0000   20.56073
 FREE  9.08000 -0.5639    0.6893  0.0000 -0.5187 -0.2213 -1.8051  0.0000    0.0000   20.56073
 FREE  9.10000 -0.5556    0.1478  0.0000 -0.4828 -0.2750 -1.8051  0.0000    0.0000   20.56073
 FREE  9.12000 -0.5578   -0.3666  0.0000 -0.4508 -0.3287 -1.8051  0.0000    0.0000   20.56073
 FREE  9.14000 -0.5699   -0.8307  0.0000 -0.4227 -0.3823 -1.8051  0.0000    0.0000   20.56073
 FREE  9.16000 -0.5906   -1.2309  0.0000 -0.3985 -0.4360 -1.8051  0.0000    0.0000   20.56073
 FREE  9.18000 -0.6187   -1.5639  0.0000 -0.3783 -0.4896 -1.8051  0.0000    0.0000   20.56073
 FREE  9.20000 -0.6528   -1.8342  0.0000 -0.3619 -0.5433 -1.8051  0.0000    0.0000   20.56073
 FREE  9.22000 -0.6917   -2.0510  0.0000 -0.3495 -0.5969 -1.8051  0.0000    0.0000   20.56073
 FREE  9.24000 -0.7345   -2.2244  0.0000 -0.3410 -0.6506 -1.8051  0.0000    0.0000   20.56073
 FREE  9.26000 -0.7805   -2.3643  0.0000 -0.3365 -0.7042 -1.8051  0.0000    0.0000   20.56073
 FREE  9.28000 -0.8289   -2.4792  0.0000 -0.3358 -0.7579 -1.8051  0.0000    0.0000   20.56073
 FREE  9.30000 -0.8795   -2.5761  0.0000 -0.3391 -0.8115 -1.8051  0.0000    0.0000   20.56073
 FREE  9.32000 -0.9319   -2.6605  0.0000 -0.3463 -0.8652 -1.8051  0.0000    0.0000   20.56073
 FREE  9.34000 -0.9859   -2.7371  0.0000 -0.3574 -0.9188 -1.8051  0.0000    0.0000   20.56073
*FREE  9.34514 -1.0000    2.7559  0.0000 -0.3609 -0.9326 -0.7382  0.0000    0.0000   20.24202
 FREE  9.36000 -0.9595    2.6969  0.0000 -0.3370 -0.8984 -0.7382  0.0000    0.0000   20.24202
 FREE  9.38000 -0.9063    2.6226  0.0000 -0.3082 -0.8523 -0.7382  0.0000    0.0000   20.24202
 FREE  9.40000 -0.8546    2.5532  0.0000 -0.2833 -0.8062 -0.7382  0.0000    0.0000   20.24202
 FREE  9.42000 -0.8042    2.4874  0.0000 -0.2624 -0.7602 -0.7382  0.0000    0.0000   20.24202
 FREE  9.44000 -0.7550    2.4235  0.0000 -0.2453 -0.7141 -0.7382  0.0000    0.0000   20.24202
 FREE  9.46000 -0.7072    2.3590  0.0000 -0.2322 -0.6680 -0.7382  0.0000   -0.0000   20.24202
 FREE  9.48000 -0.6607    2.2905  0.0000 -0.2230 -0.6219 -0.7382  0.0000   -0.0000   20.24202
 FREE  9.50000 -0.6157    2.2133  0.0000 -0.2178 -0.5759 -0.7382  0.0000   -0.0000   20.24202
 FREE  9.52000 -0.5723    2.1211  0.0000 -0.2164 -0.5298 -0.7382  0.0000   -0.0000   20.24202
 FREE  9.54000 -0.5310    2.0052  0.0000 -0.2190 -0.4837 -0.7382  0.0000   -0.0000   20.24202
 FREE  9.56000 -0.4923    1.8543  0.0000 -0.2255 -0.4376 -0.7382  0.0000   -0.0000   20.24202
 FREE  9.58000 -0.4571    1.6541  0.0000 -0.2359 -0.3916 -0.7382  0.0000   -0.0000   20.24202
 FREE  9.60000 -0.4266    1.3879  0.0000 -0.2502 -0.3455 -0.7382  0.0000   -0.0000   20.24202
 FREE  9.62000 -0.4022    1.0405  0.0000 -0.2685 -0.2994 -0.7382  0.0000   -0.0000   20.24202
 FREE  9.64000 -0.3856    0.6041  0.0000 -0.2906 -0.2533 -0.7382  0.0000   -0.0000   20.24202
 FREE  9.66000 -0.3785    0.0878  0.0000 -0.3167 -0.2073 -0.7382  0.0000   -0.0000   20.24202
 FREE  9.68000 -0.3824   -0.4785  0.0000 -0.3468 -0.1612 -0.7382  0.0000   -0.0000   20.24202
 FREE  9.70000 -0.3977   -1.0509  0.0000 -0.3807 -0.1151 -0.7382  0.0000   -0.0000   20.24202
 FREE  9.72000 -0.4242   -1.5890  0.0000 -0.4185 -0.0690 -0.7382  0.0000   -0.0000   20.24202
 FREE  9.74000 -0.4609   -2.0690  0.0000 -0.4603 -0.0230 -0.7382  0.0000   -0.0000   20.24202
 FREE  9.76000 -0.5065   -2.4852  0.0000 -0.5060  0.0231 -0.7382  0.0000   -0.0000   20.24202
 FREE  9.78000 -0.5599   -2.8434  0.0000 -0.5556  0.0692 -0.7382  0.0000   -0.0000   20.24202
 FREE  9.80000 -0.6199   -3.1545  0.0000 -0.6091  0.1153 -0.7382  0.0000   -0.0000   20.24202
 FREE  9.82000 -0.6858   -3.4291  0.0000 -0.6666  0.1613 -0.7382  0.0000   -0.0000   20.24202
 FREE  9.84000 -0.7569   -3.6766  0.0000 -0.7280  0.2074 -0.7382  0.0000   -0.0000   20.24202
 FREE  9.86000 -0.8328   -3.9042  0.0000 -0.7932  0.2535 -0.7382  0.0000   -0.0000   20.24202
 FREE  9.88000 -0.9130   -4.1174  0.0000 -0.8625  0.2996 -0.7382  0.0000   -0.0000   20.24202
 FREE  9.90000 -0.9974   -4.3202  0.0000 -0.9356  0.3456 -0.7382  0.0000   -0.0000   20.24202
*FREE  9.90060 -1.0000    4.3262  0.0000 -0.9379  0.3470  0.4002  0.0000    0.0000   19.87913
 FREE  9.92000 -0.9178    4.1452  0.0000 -0.8583  0.3252  0.4002  0.0000    0.0000   19.87913
 FREE  9.94000 -0.8368    3.9594  0.0000 -0.7801  0.3027  0.4002  0.0000    0.0000   19.87913
 FREE  9.96000 -0.7595    3.7746  0.0000 -0.7059  0.2801  0.4002  0.0000    0.0000   19.87913
 FREE  9.98000 -0.6858    3.5908  0.0000 -0.6356  0.2576  0.4002  0.0000    0.0000   19.87913
 FREE 10.00000 -0.6158    3.4080  0.0000 -0.5692  0.2351  0.4002  0.0000    0.0000   19.87913
